Mod:Item:MetaData, Localized Name
mcwroofs:roof_white3, White Roof Tile
mcwroofs:roof_white4, White Roof Tile Inner
mcwroofs:roof_lower_white, Roof Lower White
mcwroofs:roof_steep_white, Roof Steep White
mcwroofs:roof_straight_white, Roof Straight White
mcwroofs:roof_steep_white_2, Steep White Corner
mcwroofs:roof_white_top_x, White Roof Top X
mcwroofs:roof_light_gray2, Silver Roof Tile Outer
mcwroofs:roof_light_gray, Silver Roof Tile Top
mcwroofs:roof_light_gray3, Silver Roof Tile
mcwroofs:roof_light_gray4, Silver Roof Tile Inner
mcwroofs:roof_lower_light_gray, Roof Lower Light Gray
mcwroofs:roof_steep_light_gray, Roof Steep Light Gray
mcwroofs:roof_straight_light_gray, Roof Straight Light Gray
mcwroofs:roof_steep_light_gray_2, Steep Light Gray Corner
mcwroofs:roof_light_gray_top_x, Light Gray Roof Top X
mcwroofs:roof_gray2, Gray Roof Tile Outer
mcwroofs:roof_gray, Gray Roof Tile Top
mcwroofs:roof_gray3, Gray Roof Tile
mcwroofs:roof_gray4, Gray Roof Tile Inner
mcwroofs:roof_lower_gray, Roof Lower Gray
mcwroofs:roof_steep_gray, Roof Steep Gray
mcwroofs:roof_straight_gray, Roof Straight Gray
mcwroofs:roof_steep_gray_2, Steep Gray Corner
mcwroofs:roof_gray_top_x, Gray Roof Top X
mcwroofs:roof_black2, Black Roof Tile Outer
mcwroofs:roof_black, Black Roof Tile Top
mcwroofs:roof_black3, Black Roof Tile
mcwroofs:roof_black4, Black Roof Tile Inner
mcwroofs:roof_lower_black, Roof Lower Black
mcwroofs:roof_steep_black, Roof Steep Black
mcwroofs:roof_straight_black, Roof Straight Black
mcwroofs:roof_steep_black_2, Steep Black Corner
mcwroofs:roof_black_top_x, Black Roof Top X
mcwroofs:oak_roof_top, Oak Roof Top
mcwroofs:oak_roof, Oak Roof
mcwroofs:oak_roof_outer, Oak Roof Outer
mcwroofs:oak_roof_inner, Oak Roof Inner
mcwroofs:oak_roof_lower, Oak Roof Lower
mcwroofs:oak_roof_steep, Oak Roof Steep
mcwroofs:oak_roof_straight, Oak Roof Straight
mcwroofs:oak_roof_steep_2, Steep Oak Corner
mcwroofs:oak_roof_top_x, Oak Roof Top X
mcwroofs:spruce_roof_top, Spruce Roof Top
mcwroofs:spruce_roof, Spruce Roof
mcwroofs:spruce_roof_outer, Spruce Roof Outer
mcwroofs:spruce_roof_inner, Spruce Roof Inner
mcwroofs:spruce_roof_lower, Spruce Roof Lower
mcwroofs:spruce_roof_steep, Spruce Roof Steep
mcwroofs:spruce_roof_straight, Spruce Roof Straight
mcwroofs:spruce_roof_steep_2, Steep Spruce Corner
mcwroofs:spruce_roof_top_x, Spruce Roof Top X
mcwroofs:birch_roof_top, Birch Roof Top
mcwroofs:birch_roof, Birch Roof
mcwroofs:birch_roof_outer, Birch Roof Outer
mcwroofs:birch_roof_inner, Birch Roof Inner
mcwroofs:birch_roof_lower, Birch Roof Lower
mcwroofs:birch_roof_steep, Birch Roof Steep
mcwroofs:birch_roof_straight, Birch Roof Straight
mcwroofs:birch_roof_steep_2, Steep Birch Corner
mcwroofs:birch_roof_top_x, Birch Roof Top X
mcwroofs:jungle_roof_top, Jungle Roof Top
mcwroofs:jungle_roof, Jungle Roof
mcwroofs:jungle_roof_outer, Jungle Roof Outer
mcwroofs:jungle_roof_inner, Jungle Roof Inner
mcwroofs:jungle_roof_lower, Jungle Roof Lower
mcwroofs:jungle_roof_steep, Jungle Roof Steep
mcwroofs:jungle_roof_straight, Jungle Roof Straight
mcwroofs:jungle_roof_steep_2, Steep Jungle Corner
mcwroofs:jungle_roof_top_x, Jungle Roof Top X
mcwroofs:dark_oak_roof_top, Dark Oak Roof Top
mcwroofs:dark_oak_roof, Dark Oak Roof
mcwroofs:dark_oak_roof_outer, Dark Oak Roof Outer
mcwroofs:dark_oak_roof_inner, Dark Oak Roof Inner
mcwroofs:dark_oak_roof_lower, Dark Oak Roof Lower
mcwroofs:dark_oak_roof_steep, Dark Oak Roof Steep
mcwroofs:dark_oak_roof_straight, Dark Oak Roof Straight
mcwroofs:dark_oak_roof_steep_2, Steep Dark Oak Corner
mcwroofs:dark_oak_roof_top_x, Dark Oak Roof Top X
mcwroofs:acacia_roof_top, Acacia Roof Top
mcwroofs:acacia_roof, Acacia Roof
mcwroofs:acacia_roof_outer, Acacia Roof Outer
mcwroofs:acacia_roof_inner, Acacia Roof Inner
mcwroofs:acacia_roof_lower, Acacia Roof Lower
mcwroofs:acacia_roof_steep, Acacia Roof Steep
mcwroofs:acacia_roof_straight, Acacia Roof Straight
mcwroofs:acacia_roof_steep_2, Steep Acacia Corner
mcwroofs:acacia_roof_top_x, Acacia Roof Top X
mcwroofs:oak_plank_roof_top, Oak Planks Roof Top
mcwroofs:oak_plank_roof, Oak Planks Roof
mcwroofs:oak_plank_roof_outer, Oak Planks Roof Outer
mcwroofs:oak_plank_roof_inner, Oak Planks Roof Inner
mcwroofs:oak_plank_roof_lower, Oak Planks Roof Lower
mcwroofs:oak_plank_roof_steep, Oak Planks Roof Steep
mcwroofs:oak_plank_roof_straight, Oak Planks Roof Straight
mcwroofs:oak_plank_roof_steep_2, Steep Oak Plank Corner
mcwroofs:oak_plank_roof_top_x, Oak Plank Roof Top X
mcwroofs:spruce_plank_roof_top, Spruce Planks Roof Top
mcwroofs:spruce_plank_roof, Spruce Planks Roof
mcwroofs:spruce_plank_roof_outer, Spruce Planks Roof Outer
mcwroofs:spruce_plank_roof_inner, Spruce Planks Roof Inner
mcwroofs:spruce_plank_roof_lower, Spruce Planks Roof Lower
mcwroofs:spruce_plank_roof_steep, Spruce Planks Roof Steep
mcwroofs:spruce_plank_roof_straight, Spruce Planks Roof Straight
mcwroofs:spruce_plank_roof_steep_2, Steep Spruce Plank Corner
mcwroofs:spruce_plank_roof_top_x, Spruce Plank Roof Top X
mcwroofs:birch_plank_roof_top, Birch Planks Roof Top
mcwroofs:birch_plank_roof, Birch Planks Roof
mcwroofs:birch_plank_roof_outer, Birch Planks Roof Outer
mcwroofs:birch_plank_roof_inner, Birch Planks Roof Inner
mcwroofs:birch_plank_roof_lower, Birch Planks Roof Lower
mcwroofs:birch_plank_roof_steep, Birch Planks Roof Steep
mcwroofs:birch_plank_roof_straight, Birch Planks Roof Straight
mcwroofs:birch_plank_roof_steep_2, Steep Birch Plank Corner
mcwroofs:birch_plank_roof_top_x, Birch Plank Roof Top X
mcwroofs:jungle_plank_roof_top, Jungle Planks Roof Top
mcwroofs:jungle_plank_roof, Jungle Planks Roof
mcwroofs:jungle_plank_roof_outer, Jungle Planks Roof Outer
mcwroofs:jungle_plank_roof_inner, Jungle Planks Roof Inner
mcwroofs:jungle_plank_roof_lower, Jungle Planks Roof Lower
mcwroofs:jungle_plank_roof_steep, Jungle Planks Roof Steep
mcwroofs:jungle_plank_roof_straight, Jungle Planks Roof Straight
mcwroofs:jungle_plank_roof_steep_2, Steep Jungle Plank Corner
mcwroofs:jungle_plank_roof_top_x, Jungle Plank Roof Top X
mcwroofs:dark_oak_plank_roof_top, Dark Oak Planks Roof Top
mcwroofs:dark_oak_plank_roof, Dark Oak Planks Roof
mcwroofs:dark_oak_plank_roof_outer, Dark Oak Planks Roof Outer
mcwroofs:dark_oak_plank_roof_inner, Dark Oak Planks Roof Inner
mcwroofs:dark_oak_plank_roof_lower, Dark Oak Planks Roof Lower
mcwroofs:dark_oak_plank_roof_steep, Dark Oak Planks Roof Steep
mcwroofs:dark_oak_plank_roof_straight, Dark Oak Planks Roof Straight
mcwroofs:dark_oak_plank_roof_steep_2, Steep Dark Oak Plank Corner
mcwroofs:dark_oak_plank_roof_top_x, Dark Oak Plank Roof Top X
mcwroofs:acacia_plank_roof_top, Acacia Planks Roof Top
mcwroofs:acacia_plank_roof, Acacia Planks Roof
mcwroofs:acacia_plank_roof_outer, Acacia Planks Roof Outer
mcwroofs:acacia_plank_roof_inner, Acacia Planks Roof Inner
mcwroofs:acacia_plank_roof_lower, Acacia Planks Roof Lower
mcwroofs:acacia_plank_roof_steep, Acacia Planks Roof Steep
mcwroofs:acacia_plank_roof_straight, Acacia Planks Roof Straight
mcwroofs:acacia_plank_roof_steep_2, Steep Acacia Plank Corner
mcwroofs:acacia_plank_roof_top_x, Acacia Plank Roof Top X
mcwroofs:gutter_base, Gutter Base
mcwroofs:gutter_base_black, Gutter Base Black
mcwroofs:gutter_base_gray, Gutter Base Gray
mcwroofs:gutter_base_light_gray, Gutter Base Light Gray
mcwroofs:gutter_base_white, Gutter Base White
mcwroofs:gutter_bot, Gutter Bot
mcwroofs:gutter_bot_black, Gutter Bot Black
mcwroofs:gutter_bot_gray, Gutter Bot Gray
mcwroofs:gutter_bot_light_gray, Gutter Bot Light Gray
mcwroofs:gutter_bot_white, Gutter Bot White
mcwroofs:gutter_middle, Gutter Middle
mcwroofs:gutter_middle_black, Gutter Middle Black
mcwroofs:gutter_middle_gray, Gutter Middle Gray
mcwroofs:gutter_middle_light_gray, Gutter Middle Light Gray
mcwroofs:gutter_middle_white, Gutter Middle White
mcwroofs:gutter_top, Gutter Top
mcwroofs:gutter_top_black, Gutter Top Black
mcwroofs:gutter_top_gray, Gutter Top Gray
mcwroofs:gutter_top_light_gray, Gutter Top Light Gray
mcwroofs:gutter_top_white, Gutter Top White
mcwroofs:gutter_corner, Gutter Base Corner
mcwroofs:gutter_corner_black, Gutter Black Corner
mcwroofs:gutter_corner_gray, Gutter Gray Corner
mcwroofs:gutter_corner_light_gray, Gutter Light Gray Corner
mcwroofs:gutter_corner_white, Gutter White Corner
mcwroofs:oak_glass_roof, Oak Attic Window
mcwroofs:spruce_glass_roof, Spruce Attic Window
mcwroofs:birch_glass_roof, Birch Attic Window
mcwroofs:jungle_glass_roof, Jungle Attic Window
mcwroofs:acacia_glass_roof, Acacia Attic Window
mcwroofs:dark_oak_glass_roof, Dark Oak Attic Window
mcwroofs:black_striped_awning, Black Striped Awning
mcwroofs:blue_striped_awning, Blue Striped Awning
mcwroofs:brown_striped_awning, Brown Striped Awning
mcwroofs:cyan_striped_awning, Cyan Striped Awning
mcwroofs:gray_striped_awning, Gray Striped Awning
mcwroofs:green_striped_awning, Green Striped Awning
mcwroofs:light_blue_striped_awning, Light Blue Striped Awning
mcwroofs:light_gray_striped_awning, Light Gray Striped Awning
mcwroofs:lime_striped_awning, Lime Striped Awning
mcwroofs:magenta_striped_awning, Magenta Striped Awning
mcwroofs:orange_striped_awning, Orange Striped Awning
mcwroofs:pink_striped_awning, Pink Striped Awning
mcwroofs:purple_striped_awning, Purple Striped Awning
mcwroofs:red_striped_awning, Red Striped Awning
mcwroofs:yellow_striped_awning, Yellow Striped Awning
mcwtrpdoors:print_classic, Classic Trapdoor Print
mcwtrpdoors:print_cottage, Cottage Trapdoor Print
mcwtrpdoors:print_paper, Paper Trapdoor Print
mcwtrpdoors:print_beach, Beach Trapdoor Print
mcwtrpdoors:print_tropical, Tropical Trapdoor Print
mcwtrpdoors:print_four_panel, Four Panel Trapdoor Print
mcwtrpdoors:oak_barn_trapdoor, Oak Barn Trapdoor
mcwtrpdoors:oak_beach_trapdoor, Oak Beach Trapdoor
mcwtrpdoors:oak_classic_trapdoor, Oak Classic Trapdoor
mcwtrpdoors:oak_cottage_trapdoor, Oak Cottage Trapdoor
mcwtrpdoors:oak_four_panel_trapdoor, Oak Four Panel Trapdoor
mcwtrpdoors:oak_glass_trapdoor, Oak Glass Trapdoor
mcwtrpdoors:oak_paper_trapdoor, Oak Paper Trapdoor
mcwtrpdoors:oak_tropical_trapdoor, Oak Tropical Trapdoor
mcwtrpdoors:spruce_barn_trapdoor, Spruce Barn Trapdoor
mcwtrpdoors:spruce_beach_trapdoor, Spruce Beach Trapdoor
mcwtrpdoors:spruce_classic_trapdoor, Spruce Classic Trapdoor
mcwtrpdoors:spruce_cottage_trapdoor, Spruce Cottage Trapdoor
mcwtrpdoors:spruce_four_panel_trapdoor, Spruce Four Panel Trapdoor
mcwtrpdoors:spruce_glass_trapdoor, Spruce Glass Trapdoor
mcwtrpdoors:spruce_paper_trapdoor, Spruce Paper Trapdoor
mcwtrpdoors:spruce_tropical_trapdoor, Spruce Tropical Trapdoor
mcwtrpdoors:birch_barn_trapdoor, Birch Barn Trapdoor
mcwtrpdoors:birch_beach_trapdoor, Birch Beach Trapdoor
